epoch,accuracy,loss,lr,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.2715453803539276,1.8529454469680786,0.01,0.8366989493370056,0.11394746601581573,2.7601757049560547,0.6056233644485474
1,0.29013684391975403,1.815251111984253,0.01,0.8480139970779419,0.12893082201480865,3.7082223892211914,0.6354051232337952
2,0.422296404838562,1.5274194478988647,0.01,0.9142189621925354,0.2075471729040146,2.305671215057373,0.8298187255859375
3,0.5089953541755676,1.295556664466858,0.01,0.9505340456962585,0.2717351019382477,2.2488038539886475,0.8773584961891174
4,0.5774198770523071,1.1393849849700928,0.01,0.9664385914802551,0.3560858368873596,1.864841341972351,0.9012208580970764
5,0.6166388392448425,1.0362147092819214,0.01,0.9736815690994263,0.3829078674316406,1.9915231466293335,0.9104698300361633
6,0.6457943916320801,0.9624500870704651,0.01,0.9784379005432129,0.47706252336502075,1.4499691724777222,0.9245283007621765
7,0.6711782217025757,0.8981155753135681,0.01,0.9814419150352478,0.37328892946243286,2.11625075340271,0.8895671367645264
8,0.6953771710395813,0.8414457440376282,0.01,0.9842790365219116,0.43821680545806885,1.768717646598816,0.9454309940338135
9,0.7137182950973511,0.7920207977294922,0.01,0.9864986538887024,0.41916388273239136,2.0942349433898926,0.9302626848220825
10,0.7310747504234314,0.7454463839530945,0.01,0.9876835942268372,0.5044395327568054,1.620556354522705,0.9507954120635986
11,0.7477303147315979,0.7068972587585449,0.01,0.9895694255828857,0.4957454800605774,1.6687949895858765,0.9483906626701355
12,0.7643858194351196,0.6623258590698242,0.01,0.9905540943145752,0.45449501276016235,1.946637511253357,0.940621554851532
13,0.7762349843978882,0.6269907355308533,0.01,0.9917389750480652,0.5314465165138245,1.5741480588912964,0.9589345455169678
14,0.7907710075378418,0.5891455411911011,0.01,0.9931575655937195,0.4765075743198395,2.107706308364868,0.9358120560646057
15,0.8024032115936279,0.5558222532272339,0.01,0.9930073618888855,0.535331130027771,1.8290247917175293,0.9613392353057861
16,0.8128504753112793,0.5297339558601379,0.01,0.9939252138137817,0.57084721326828,1.538068175315857,0.9654088020324707
17,0.822129487991333,0.5097997784614563,0.01,0.9944092035293579,0.5479097366333008,1.8287982940673828,0.9537550806999207
18,0.8309245705604553,0.48173677921295166,0.01,0.9951435327529907,0.491305947303772,2.191751480102539,0.9356271028518677
19,0.8366321921348572,0.46295055747032166,0.01,0.9959779977798462,0.5590085387229919,1.8192381858825684,0.9548649787902832
20,0.8448097705841064,0.4398946762084961,0.01,0.9967790246009827,0.5218275785446167,2.420264720916748,0.9548649787902832
21,0.8520861268043518,0.4221653342247009,0.01,0.9962449669837952,0.5804661512374878,1.8744008541107178,0.9659637212753296
22,0.8559412360191345,0.41036245226860046,0.01,0.9973464608192444,0.5625231266021729,1.901728868484497,0.9557898640632629
23,0.8642690181732178,0.38623329997062683,0.01,0.9971962571144104,0.561968207359314,1.9665428400039673,0.958749532699585
24,0.8682243227958679,0.3754851222038269,0.01,0.9974132180213928,0.4987051486968994,2.563380479812622,0.9483906626701355
25,0.8747496604919434,0.357374906539917,0.01,0.9975634217262268,0.48335182666778564,2.883042812347412,0.9443210959434509
26,0.8784379363059998,0.351975679397583,0.01,0.9975133538246155,0.46707361936569214,3.19331955909729,0.9470958113670349
27,0.8803404569625854,0.3460629880428314,0.01,0.9974799752235413,0.47854235768318176,2.538055658340454,0.9213836193084717
28,0.8842790126800537,0.3296317160129547,0.01,0.9977136254310608,0.5051794052124023,2.6615476608276367,0.9335923194885254
29,0.8907376527786255,0.3176844120025635,0.01,0.9978638291358948,0.5645579099655151,2.0991740226745605,0.9593044519424438
30,0.8916889429092407,0.3136100769042969,0.01,0.998197615146637,0.5656677484512329,2.2530906200408936,0.9556049108505249
31,0.8961949348449707,0.29965224862098694,0.01,0.9982309937477112,0.5225675106048584,2.5342276096343994,0.9480206966400146
32,0.9033711552619934,0.2750959098339081,0.0019999999,0.9982977509498596,0.5911949872970581,2.3414952754974365,0.9716981053352356
33,0.9186248183250427,0.23135344684123993,0.0019999999,0.9988317489624023,0.5939696431159973,2.415419340133667,0.9728080034255981
34,0.9256342053413391,0.21387363970279694,0.0019999999,0.998781681060791,0.5978542566299438,2.4425790309906006,0.9711431860923767
35,0.929055392742157,0.20277675986289978,0.0019999999,0.9991822242736816,0.5980392098426819,2.418097972869873,0.9689233899116516
36,0.9333277940750122,0.19312328100204468,0.0019999999,0.9990487098693848,0.597484290599823,2.5422093868255615,0.9722530245780945
37,0.9364485740661621,0.18480978906154633,0.0019999999,0.9991989135742188,0.6035885810852051,2.432828187942505,0.9691084027290344
38,0.9376668930053711,0.178638756275177,0.0019999999,0.9992823600769043,0.594524621963501,2.4895212650299072,0.9678135514259338
39,0.940053403377533,0.17250101268291473,0.0019999999,0.9993491172790527,0.5776914358139038,2.8021914958953857,0.9665187001228333
40,0.9427570104598999,0.16781491041183472,0.0019999999,0.9992489814758301,0.6026636958122253,2.492704391479492,0.9689233899116516
41,0.9436415433883667,0.16216644644737244,0.0019999999,0.9993157386779785,0.5926747918128967,2.6922128200531006,0.9707732200622559
42,0.9458110928535461,0.1581299901008606,0.0019999999,0.9994492530822754,0.6065483093261719,2.5946402549743652,0.9683684706687927
43,0.9481475353240967,0.1534511297941208,0.0019999999,0.999382495880127,0.5954495072364807,2.640552043914795,0.9692933559417725
44,0.949382483959198,0.14339196681976318,0.0019999999,0.9994826316833496,0.5893451571464539,2.7587411403656006,0.9665187001228333
45,0.9515687823295593,0.1413843184709549,0.0019999999,0.9994325637817383,0.6082130670547485,2.5699758529663086,0.970403254032135
46,0.9519859552383423,0.14114747941493988,0.0019999999,0.9995160102844238,0.6006289124488831,2.7381832599639893,0.9665187001228333
47,0.9525200128555298,0.1397845298051834,0.0019999999,0.9995660781860352,0.6154273152351379,2.5377180576324463,0.9724380373954773
48,0.9538217782974243,0.13565874099731445,0.0019999999,0.9994659423828125,0.5969293117523193,2.6470837593078613,0.9661487340927124
49,0.9541722536087036,0.13211874663829803,0.0019999999,0.9994826316833496,0.603403627872467,2.658503532409668,0.9726229906082153
50,0.9558578133583069,0.13315793871879578,0.0019999999,0.9994993209838867,0.591749906539917,2.8015003204345703,0.9691084027290344
51,0.9555574059486389,0.129071906208992,0.0019999999,0.9995827674865723,0.6106178164482117,2.638805389404297,0.9681835174560547
52,0.9581942558288574,0.12254700809717178,0.0019999999,0.9995160102844238,0.5891602039337158,2.925602912902832,0.9707732200622559
53,0.9574766159057617,0.125905841588974,0.0019999999,0.9996662139892578,0.6045135259628296,2.7506959438323975,0.9715131521224976
54,0.9584779739379883,0.1206539198756218,0.0019999999,0.9995994567871094,0.5950795412063599,2.89798641204834,0.9665187001228333
55,0.959496021270752,0.11991388350725174,0.0019999999,0.9996829032897949,0.5797262191772461,3.0462300777435303,0.9626340866088867
56,0.9592790603637695,0.11963186413049698,0.0019999999,0.9997329711914062,0.6056233644485474,2.6663658618927,0.9687384366989136
57,0.9597296118736267,0.11867242306470871,0.0019999999,0.9995994567871094,0.5788013339042664,3.0027332305908203,0.9679985046386719
58,0.9460781216621399,0.16763179004192352,0.00039999996,0.9991655349731445,0.6687014698982239,1.8829866647720337,0.9798372387886047
59,0.950150191783905,0.15239845216274261,0.00039999996,0.9991655349731445,0.6755456924438477,1.853247046470642,0.9802072048187256
60,0.9513017535209656,0.14562849700450897,0.00039999996,0.9993991851806641,0.6707361936569214,1.873536229133606,0.9781724214553833
61,0.9541889429092407,0.13923799991607666,0.00039999996,0.9993324279785156,0.6729559898376465,1.8923550844192505,0.9779874086380005
62,0.9551902413368225,0.13375011086463928,0.00039999996,0.999549388885498,0.6729559898376465,1.9387670755386353,0.9765076041221619
63,0.9554739594459534,0.13329696655273438,0.00039999996,0.9993658065795898,0.6820199489593506,1.866939663887024,0.9778024554252625
64,0.9553738236427307,0.13420547544956207,0.00039999996,0.999382495880127,0.6749907732009888,1.893399715423584,0.9778024554252625
65,0.9572930335998535,0.12771764397621155,0.00039999996,0.9995660781860352,0.6751757264137268,1.9118927717208862,0.9783573746681213
66,0.9589285850524902,0.12370259314775467,0.00039999996,0.9994492530822754,0.6796152591705322,1.9049549102783203,0.9809470772743225
67,0.9586782455444336,0.12553559243679047,0.00039999996,0.9994325637817383,0.6744357943534851,1.9331746101379395,0.9792822599411011
68,0.9594292640686035,0.12206394225358963,0.00039999996,0.9995160102844238,0.6685164570808411,1.9865156412124634,0.9785423874855042
69,0.959195613861084,0.12293655425310135,0.00039999996,0.9996161460876465,0.6746208071708679,1.9540894031524658,0.9783573746681213
70,0.9598464369773865,0.12237123399972916,0.00039999996,0.9995660781860352,0.6736959218978882,2.002950668334961,0.976137638092041
71,0.9593958854675293,0.12159907072782516,0.00039999996,0.9995994567871094,0.6792452931404114,1.917859673500061,0.9778024554252625
72,0.9603971838951111,0.11513019353151321,0.00039999996,0.9995660781860352,0.6761006116867065,1.9848191738128662,0.9768775701522827
73,0.9613150954246521,0.11783576011657715,0.00039999996,0.9996161460876465,0.6699963212013245,2.011810779571533,0.9765076041221619
74,0.9350634217262268,0.20645351707935333,7.999999e-05,0.9984813332557678,0.7134665250778198,1.7150124311447144,0.9811320900917053
75,0.9403371214866638,0.1862930953502655,7.999999e-05,0.9990153312683105,0.7118017077445984,1.6949853897094727,0.9794672727584839
76,0.943224310874939,0.17634302377700806,7.999999e-05,0.9989652633666992,0.7142064571380615,1.68324875831604,0.9787273406982422
77,0.943841814994812,0.17060492932796478,7.999999e-05,0.9991488456726074,0.7142064571380615,1.660864233970642,0.9781724214553833
78,0.9436081647872925,0.16875217854976654,7.999999e-05,0.9990487098693848,0.7114317417144775,1.656903624534607,0.9778024554252625
79,0.9446929097175598,0.1674886792898178,7.999999e-05,0.9991822242736816,0.7125416398048401,1.6333589553833008,0.9778024554252625
80,0.944726288318634,0.16512496769428253,7.999999e-05,0.9989652633666992,0.7118017077445984,1.6539589166641235,0.9774324893951416
81,0.9459946751594543,0.16227541863918304,7.999999e-05,0.9992990493774414,0.7118017077445984,1.6318117380142212,0.9768775701522827
82,0.944876492023468,0.1635962277650833,7.999999e-05,0.9991655349731445,0.7121716737747192,1.6194522380828857,0.9768775701522827
83,0.9461949467658997,0.1609734743833542,7.999999e-05,0.9989151954650879,0.713281512260437,1.619273066520691,0.9770625233650208
84,0.9455941319465637,0.16494382917881012,7.999999e-05,0.9991154670715332,0.713096559047699,1.6127315759658813,0.976322591304779
85,0.9490821361541748,0.15177205204963684,7.999999e-05,0.9994659423828125,0.7123566269874573,1.6205263137817383,0.9759526252746582
86,0.9484646320343018,0.15548130869865417,7.999999e-05,0.9992156028747559,0.7134665250778198,1.6202739477157593,0.976322591304779
87,0.9408878684043884,0.1776641309261322,1.5999998e-05,0.9990153312683105,0.718830943107605,1.6009361743927002,0.9778024554252625
88,0.9435747861862183,0.1733430176973343,1.5999998e-05,0.9988985061645508,0.718830943107605,1.6075022220611572,0.9792822599411011
89,0.9432410001754761,0.16994622349739075,1.5999998e-05,0.9990653991699219,0.7195708751678467,1.6164454221725464,0.979097306728363
90,0.9443591237068176,0.16809052228927612,1.5999998e-05,0.9990487098693848,0.7193858623504639,1.6131274700164795,0.9787273406982422
91,0.945026695728302,0.1638036072254181,1.5999998e-05,0.9992156028747559,0.719015896320343,1.607108473777771,0.9789122939109802
92,0.9457777142524719,0.16625262796878815,1.5999998e-05,0.9987483024597168,0.719015896320343,1.6059956550598145,0.9787273406982422
93,0.9442756772041321,0.16737043857574463,1.5999998e-05,0.9991488456726074,0.7197558283805847,1.6090692281723022,0.9785423874855042
94,0.9452937245368958,0.16432802379131317,1.5999998e-05,0.9991321563720703,0.7184609770774841,1.6116093397140503,0.9787273406982422
95,0.9445260167121887,0.16191145777702332,1.5999998e-05,0.9991321563720703,0.718830943107605,1.6071243286132812,0.9789122939109802
96,0.9463785290718079,0.16274310648441315,1.5999998e-05,0.998931884765625,0.7193858623504639,1.610063076019287,0.9785423874855042
97,0.9461115002632141,0.15947909653186798,1.5999998e-05,0.9990653991699219,0.7197558283805847,1.6090563535690308,0.9785423874855042
98,0.9449766278266907,0.16506966948509216,1.5999998e-05,0.9991321563720703,0.7193858623504639,1.6123723983764648,0.9785423874855042
99,0.9467289447784424,0.1621776521205902,1.5999998e-05,0.9991488456726074,0.7195708751678467,1.605031967163086,0.9789122939109802
100,0.9461782574653625,0.16047605872154236,1.5999998e-05,0.9993491172790527,0.7199407815933228,1.605380654335022,0.9785423874855042
101,0.9470627307891846,0.16053824126720428,1.5999998e-05,0.9990653991699219,0.7186459302902222,1.6042650938034058,0.9785423874855042
102,0.9464285969734192,0.16387440264225006,1.5999998e-05,0.9989652633666992,0.7201257944107056,1.6093472242355347,0.9785423874855042
103,0.9463117718696594,0.16072222590446472,1.5999998e-05,0.9990153312683105,0.7204957604408264,1.6043204069137573,0.9787273406982422
104,0.9453938603401184,0.16332869231700897,1.5999998e-05,0.9991488456726074,0.7197558283805847,1.6061869859695435,0.9785423874855042
105,0.9472129344940186,0.1586443930864334,1.5999998e-05,0.9989986419677734,0.7206807136535645,1.6038514375686646,0.9785423874855042
106,0.946662187576294,0.16171059012413025,1.5999998e-05,0.9991488456726074,0.7199407815933228,1.6109832525253296,0.9781724214553833
107,0.9474132061004639,0.15837441384792328,1.5999998e-05,0.9992823600769043,0.7199407815933228,1.6113215684890747,0.9779874086380005
108,0.9481308460235596,0.15519513189792633,1.5999998e-05,0.9988985061645508,0.7193858623504639,1.6108425855636597,0.9785423874855042
109,0.9467790126800537,0.15918786823749542,1.5999998e-05,0.9991989135742188,0.7204957604408264,1.599243402481079,0.9787273406982422
110,0.9467623233795166,0.15919330716133118,1.5999998e-05,0.9990487098693848,0.7212356925010681,1.6049120426177979,0.9785423874855042
111,0.9456608891487122,0.15848346054553986,1.5999998e-05,0.999082088470459,0.7203107476234436,1.6071436405181885,0.9785423874855042
112,0.9470460414886475,0.16222503781318665,1.5999998e-05,0.999082088470459,0.7208657264709473,1.61056649684906,0.9783573746681213
113,0.9483311176300049,0.15608999133110046,1.5999998e-05,0.9991321563720703,0.7203107476234436,1.5997951030731201,0.9785423874855042
114,0.9460113644599915,0.15988343954086304,1.5999998e-05,0.9991154670715332,0.7208657264709473,1.6036487817764282,0.9783573746681213
115,0.946395218372345,0.15967030823230743,1.5999998e-05,0.9990653991699219,0.7221605777740479,1.6027206182479858,0.9787273406982422
116,0.9494659304618835,0.15425406396389008,1.5999998e-05,0.9991655349731445,0.721975564956665,1.6038178205490112,0.9783573746681213
117,0.9472963809967041,0.15734803676605225,1.5999998e-05,0.9991488456726074,0.7212356925010681,1.6026264429092407,0.9778024554252625
118,0.9485814571380615,0.158322274684906,1.5999998e-05,0.999232292175293,0.7212356925010681,1.5999573469161987,0.9781724214553833
119,0.9487650394439697,0.15214823186397552,1.5999998e-05,0.9992656707763672,0.7208657264709473,1.6036217212677002,0.9783573746681213
120,0.9480640888214111,0.15374387800693512,1.5999998e-05,0.9991989135742188,0.7206807136535645,1.6134651899337769,0.9778024554252625
